retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
West Gear,1128299,2/26/20,West,Nevada,Las Vegas,Men's Athletic Footwear,50,193,9650,2412.5,Outlet
West Gear,1128299,2/26/20,West,Nevada,Las Vegas,Men's Athletic Footwear,59,165,9735,3407.25,Online
West Gear,1128299,2/26/20,West,Nevada,Las Vegas,Men's Athletic Footwear,65,550,357500,71500,In-store
West Gear,1128299,2/27/20,West,Nevada,Las Vegas,Women's Street Footwear,54,109,5886,2648.7,Online
West Gear,1128299,2/27/20,West,Nevada,Las Vegas,Women's Street Footwear,60,375,225000,78750,In-store
West Gear,1128299,2/27/20,West,Nevada,Las Vegas,Women's Street Footwear,47,113,5311,2230.62,Outlet
West Gear,1128299,2/28/20,West,Nevada,Las Vegas,Women's Athletic Footwear,54,105,5670,2381.4,Online
West Gear,1128299,2/28/20,West,Nevada,Las Vegas,Women's Athletic Footwear,60,350,210000,63000,In-store
West Gear,1128299,2/28/20,West,Nevada,Las Vegas,Women's Athletic Footwear,43,119,5117,1688.61,Outlet
West Gear,1128299,3/1/20,West,Nevada,Las Vegas,Men's Apparel,70,325,227500,113750,In-store
West Gear,1128299,3/1/20,West,Nevada,Las Vegas,Men's Apparel,48,107,5136,2773.44,Outlet
West Gear,1128299,3/1/20,West,Nevada,Las Vegas,Men's Apparel,63,81,5103,3112.83,Online
West Gear,1128299,3/2/20,West,Nevada,Las Vegas,Women's Apparel,68,94,6392,1598,Online
West Gear,1128299,3/2/20,West,Nevada,Las Vegas,Women's Apparel,75,375,281250,42187.5,In-store
West Gear,1128299,3/2/20,West,Nevada,Las Vegas,Women's Apparel,53,120,6360,1399.2,Outlet
West Gear,1128299,3/3/20,West,Nevada,Las Vegas,Men's Street Footwear,60,575,345000,120750,In-store
Foot Locker,1185732,3/3/20,Northeast,New York,New York,Women's Apparel,59,290,17110,6159.6,Online
West Gear,1128299,3/3/20,West,Nevada,Las Vegas,Men's Street Footwear,47,196,9212,3869.04,Outlet
Foot Locker,1185732,3/3/20,Northeast,New York,New York,Women's Apparel,65,1000,650000,162500,Outlet
Foot Locker,1185732,3/3/20,Northeast,New York,New York,Women's Apparel,44,320,14080,4083.2,Outlet
West Gear,1128299,3/3/20,West,Nevada,Las Vegas,Men's Street Footwear,57,155,8835,4240.8,Online
West Gear,1128299,3/4/20,West,Nevada,Las Vegas,Men's Athletic Footwear,64,150,9600,3264,Online
West Gear,1128299,3/4/20,West,Nevada,Las Vegas,Men's Athletic Footwear,65,575,373750,74750,In-store
Foot Locker,1185732,3/4/20,Northeast,New York,New York,Men's Street Footwear,55,313,17215,10501.15,Online
West Gear,1128299,3/4/20,West,Nevada,Las Vegas,Men's Athletic Footwear,52,201,10452,2613,Outlet
Foot Locker,1185732,3/4/20,Northeast,New York,New York,Men's Street Footwear,47,400,18800,9776,Outlet
Foot Locker,1185732,3/4/20,Northeast,New York,New York,Men's Street Footwear,60,1250,750000,375000,Outlet
Foot Locker,1185732,3/5/20,Northeast,New York,New York,Men's Athletic Footwear,55,1000,550000,165000,Outlet
West Gear,1128299,3/5/20,West,Nevada,Las Vegas,Women's Street Footwear,60,425,255000,89250,In-store
Foot Locker,1185732,3/5/20,Northeast,New York,New York,Men's Athletic Footwear,54,270,14580,5977.8,Online
West Gear,1128299,3/5/20,West,Nevada,Las Vegas,Women's Street Footwear,44,140,6160,2587.2,Outlet
West Gear,1128299,3/5/20,West,Nevada,Las Vegas,Women's Street Footwear,55,106,5830,2681.8,Online
Foot Locker,1185732,3/5/20,Northeast,New York,New York,Men's Athletic Footwear,41,340,13940,4739.6,Outlet
West Gear,1128299,3/6/20,West,Nevada,Las Vegas,Women's Athletic Footwear,43,132,5676,1986.6,Outlet
West Gear,1128299,3/6/20,West,Nevada,Las Vegas,Women's Athletic Footwear,60,400,240000,72000,In-store
Foot Locker,1185732,3/6/20,Northeast,New York,New York,Women's Street Footwear,46,278,12788,6138.24,Online
Foot Locker,1185732,3/6/20,Northeast,New York,New York,Women's Street Footwear,50,925,462500,161875,Outlet
Foot Locker,1185732,3/6/20,Northeast,New York,New York,Women's Street Footwear,37,296,10952,4490.32,Outlet
West Gear,1128299,3/6/20,West,Nevada,Las Vegas,Women's Athletic Footwear,56,108,6048,2479.68,Online
West Gear,1128299,3/7/20,West,Nevada,Las Vegas,Men's Apparel,70,350,245000,122500,In-store
West Gear,1128299,3/7/20,West,Nevada,Las Vegas,Men's Apparel,64,88,5632,3604.48,Online
Foot Locker,1185732,3/7/20,Northeast,New York,New York,Women's Athletic Footwear,47,261,12267,5520.15,Online
West Gear,1128299,3/7/20,West,Nevada,Las Vegas,Men's Apparel,46,119,5474,2955.96,Outlet
Foot Locker,1185732,3/7/20,Northeast,New York,New York,Women's Athletic Footwear,38,297,11286,4288.68,Outlet
Foot Locker,1185732,3/7/20,Northeast,New York,New York,Women's Athletic Footwear,50,900,450000,157500,Outlet
West Gear,1128299,3/8/20,West,Nevada,Las Vegas,Women's Apparel,75,475,356250,53437.5,In-store
West Gear,1128299,3/8/20,West,Nevada,Las Vegas,Women's Apparel,51,162,8262,1735.02,Outlet
West Gear,1128299,3/8/20,West,Nevada,Las Vegas,Women's Apparel,68,133,9044,2351.44,Online
Foot Locker,1185732,3/8/20,Northeast,New York,New York,Men's Apparel,55,252,13860,6237,Online
Foot Locker,1185732,3/8/20,Northeast,New York,New York,Men's Apparel,45,288,12960,4406.4,Outlet
Foot Locker,1185732,3/8/20,Northeast,New York,New York,Men's Apparel,60,900,540000,162000,Outlet
West Gear,1128299,3/9/20,West,Nevada,Las Vegas,Men's Street Footwear,47,216,10152,3756.24,Outlet
Foot Locker,1185732,3/9/20,Northeast,New York,New York,Women's Apparel,64,305,19520,7612.8,Online
Foot Locker,1185732,3/9/20,Northeast,New York,New York,Women's Apparel,65,1050,682500,170625,Outlet
Foot Locker,1185732,3/9/20,Northeast,New York,New York,Women's Apparel,46,347,15962,5107.84,Outlet
West Gear,1128299,3/9/20,West,Nevada,Las Vegas,Men's Street Footwear,58,196,11368,5342.96,Online
West Gear,1128299,3/9/20,West,Nevada,Las Vegas,Men's Street Footwear,60,675,405000,141750,In-store
West Gear,1128299,3/10/20,West,Nevada,Las Vegas,Men's Athletic Footwear,62,189,11718,3984.12,Online
Foot Locker,1185732,3/10/20,Northeast,New York,New York,Men's Street Footwear,60,1275,765000,382500,Outlet
West Gear,1128299,3/10/20,West,Nevada,Las Vegas,Men's Athletic Footwear,65,675,438750,87750,In-store
Foot Locker,1185732,3/10/20,Northeast,New York,New York,Men's Street Footwear,44,434,19096,9929.92,Outlet
West Gear,1128299,3/10/20,West,Nevada,Las Vegas,Men's Athletic Footwear,50,209,10450,2612.5,Outlet
Foot Locker,1185732,3/10/20,Northeast,New York,New York,Men's Street Footwear,59,319,18821,11292.6,Online
Foot Locker,1185732,3/11/20,Northeast,New York,New York,Men's Athletic Footwear,41,318,13038,4824.06,Outlet
West Gear,1128299,3/11/20,West,Nevada,Las Vegas,Women's Street Footwear,47,166,7802,3276.84,Outlet
West Gear,1128299,3/11/20,West,Nevada,Las Vegas,Women's Street Footwear,60,475,285000,99750,In-store
West Gear,1128299,3/11/20,West,Nevada,Las Vegas,Women's Street Footwear,59,119,7021,3299.87,Online
Foot Locker,1185732,3/11/20,Northeast,New York,New York,Men's Athletic Footwear,53,267,14151,5943.42,Online
Foot Locker,1185732,3/11/20,Northeast,New York,New York,Men's Athletic Footwear,55,1025,563750,169125,Outlet
West Gear,1128299,3/12/20,West,Nevada,Las Vegas,Women's Athletic Footwear,40,166,6640,2390.4,Outlet
West Gear,1128299,3/12/20,West,Nevada,Las Vegas,Women's Athletic Footwear,60,475,285000,85500,In-store
Foot Locker,1185732,3/12/20,Northeast,New York,New York,Women's Street Footwear,35,295,10325,4336.5,Outlet
West Gear,1128299,3/12/20,West,Nevada,Las Vegas,Women's Athletic Footwear,57,133,7581,3335.64,Online
Foot Locker,1185732,3/12/20,Northeast,New York,New York,Women's Street Footwear,50,950,475000,166250,Outlet
Foot Locker,1185732,3/12/20,Northeast,New York,New York,Women's Street Footwear,46,247,11362,5112.9,Online
West Gear,1128299,3/13/20,West,Nevada,Las Vegas,Men's Apparel,69,112,7728,4636.8,Online
Foot Locker,1185732,3/13/20,Northeast,New York,New York,Women's Athletic Footwear,50,900,450000,157500,Outlet
Foot Locker,1185732,3/13/20,Northeast,New York,New York,Women's Athletic Footwear,46,243,11178,5141.88,Online
Foot Locker,1185732,3/13/20,Northeast,New York,New York,Women's Athletic Footwear,35,270,9450,3496.5,Outlet
West Gear,1128299,3/13/20,West,Nevada,Las Vegas,Men's Apparel,70,400,280000,140000,In-store
West Gear,1128299,3/13/20,West,Nevada,Las Vegas,Men's Apparel,49,136,6664,3598.56,Outlet
West Gear,1128299,3/14/20,West,Nevada,Las Vegas,Women's Apparel,74,150,11100,2997,Online
Foot Locker,1185732,3/14/20,Northeast,New York,New York,Men's Apparel,60,925,555000,166500,Outlet
West Gear,1128299,3/14/20,West,Nevada,Las Vegas,Women's Apparel,75,500,375000,56250,In-store
Foot Locker,1185732,3/14/20,Northeast,New York,New York,Men's Apparel,46,278,12788,4347.92,Outlet
Foot Locker,1185732,3/14/20,Northeast,New York,New York,Men's Apparel,58,231,13398,5761.14,Online
West Gear,1128299,3/14/20,West,Nevada,Las Vegas,Women's Apparel,56,170,9520,1713.6,Outlet
West Gear,1128299,3/15/20,West,Nevada,Las Vegas,Men's Street Footwear,30,425,127500,44625,In-store
West Gear,1128299,3/15/20,West,Nevada,Las Vegas,Men's Street Footwear,28,123,3444,1722,Online
Foot Locker,1185732,3/15/20,Northeast,New York,New York,Women's Apparel,61,286,17446,6978.4,Online
Foot Locker,1185732,3/15/20,Northeast,New York,New York,Women's Apparel,65,1100,715000,178750,Outlet
Foot Locker,1185732,3/15/20,Northeast,New York,New York,Women's Apparel,47,352,16544,4466.88,Outlet
West Gear,1128299,3/15/20,West,Nevada,Las Vegas,Men's Street Footwear,20,149,2980,1192,Outlet
West Gear,1128299,3/16/20,West,Nevada,Las Vegas,Men's Athletic Footwear,40,425,170000,34000,In-store
Foot Locker,1185732,3/16/20,Northeast,New York,New York,Men's Street Footwear,60,1250,750000,375000,Outlet
Foot Locker,1185732,3/16/20,Northeast,New York,New York,Men's Street Footwear,41,375,15375,7995,Outlet
Foot Locker,1185732,3/16/20,Northeast,New York,New York,Men's Street Footwear,58,325,18850,11498.5,Online
West Gear,1128299,3/16/20,West,Nevada,Las Vegas,Men's Athletic Footwear,31,145,4495,1123.75,Outlet
West Gear,1128299,3/16/20,West,Nevada,Las Vegas,Men's Athletic Footwear,38,123,4674,1542.42,Online
West Gear,1128299,3/17/20,West,Nevada,Las Vegas,Women's Street Footwear,39,115,4485,2063.1,Online
Foot Locker,1185732,3/17/20,Northeast,New York,New York,Men's Athletic Footwear,37,359,13283,4516.22,Outlet
Foot Locker,1185732,3/17/20,Northeast,New York,New York,Men's Athletic Footwear,53,308,16324,6692.84,Online
West Gear,1128299,3/17/20,West,Nevada,Las Vegas,Women's Street Footwear,26,128,3328,1397.76,Outlet
Foot Locker,1185732,3/17/20,Northeast,New York,New York,Men's Athletic Footwear,55,1025,563750,169125,Outlet
West Gear,1128299,3/17/20,West,Nevada,Las Vegas,Women's Street Footwear,40,425,170000,59500,In-store
West Gear,1128299,3/18/20,West,Nevada,Las Vegas,Women's Athletic Footwear,38,72,2736,1231.2,Online
Foot Locker,1185732,3/18/20,Northeast,New York,New York,Women's Street Footwear,37,314,11618,4298.66,Outlet
Foot Locker,1185732,3/18/20,Northeast,New York,New York,Women's Street Footwear,45,257,11565,5319.9,Online
West Gear,1128299,3/18/20,West,Nevada,Las Vegas,Women's Athletic Footwear,26,96,2496,848.64,Outlet
West Gear,1128299,3/18/20,West,Nevada,Las Vegas,Women's Athletic Footwear,40,275,110000,33000,In-store
Foot Locker,1185732,3/18/20,Northeast,New York,New York,Women's Street Footwear,50,950,475000,166250,Outlet
West Gear,1128299,3/19/20,West,Colorado,Denver,Men's Apparel,41,56,2296,1469.44,Online
West Gear,1128299,3/19/20,West,Colorado,Denver,Men's Apparel,45,225,101250,50625,In-store
West Gear,1128299,3/20/20,West,Colorado,Denver,Women's Apparel,37,128,4736,1231.36,Online
West Gear,1128299,3/20/20,West,Colorado,Denver,Women's Apparel,40,475,190000,28500,In-store
West Gear,1128299,3/21/20,West,Colorado,Denver,Men's Street Footwear,27,131,3537,1697.76,Online
West Gear,1128299,3/21/20,West,Colorado,Denver,Men's Street Footwear,30,525,157500,55125,In-store
West Gear,1128299,3/22/20,West,Colorado,Denver,Men's Athletic Footwear,38,111,4218,1265.4,Online
West Gear,1128299,3/22/20,West,Colorado,Denver,Men's Athletic Footwear,40,425,170000,34000,In-store
West Gear,1128299,3/23/20,West,Colorado,Denver,Women's Street Footwear,38,123,4674,2337,Online
West Gear,1128299,3/23/20,West,Colorado,Denver,Women's Street Footwear,40,425,170000,59500,In-store
West Gear,1128299,3/24/20,West,Colorado,Denver,Women's Athletic Footwear,40,275,110000,33000,In-store
West Gear,1128299,3/24/20,West,Colorado,Denver,Women's Athletic Footwear,36,72,2592,1166.4,Online
West Gear,1128299,3/25/20,West,Colorado,Denver,Men's Apparel,45,200,90000,45000,In-store
West Gear,1128299,3/25/20,West,Colorado,Denver,Men's Apparel,43,58,2494,1546.28,Online
West Gear,1128299,3/26/20,West,Colorado,Denver,Women's Apparel,40,400,160000,24000,In-store
West Gear,1128299,3/26/20,West,Colorado,Denver,Women's Apparel,37,116,4292,1158.84,Online
West Gear,1128299,3/27/20,West,Colorado,Denver,Men's Street Footwear,40,550,220000,77000,In-store
West Gear,1128299,3/27/20,West,Colorado,Denver,Men's Street Footwear,37,165,6105,2930.4,Online
West Gear,1128299,3/28/20,West,Colorado,Denver,Men's Athletic Footwear,50,400,200000,40000,In-store
West Gear,1128299,3/28/20,West,Colorado,Denver,Men's Athletic Footwear,48,112,5376,1827.84,Online
West Gear,1128299,3/29/20,West,Colorado,Denver,Women's Street Footwear,51,116,5916,2898.84,Online
West Gear,1128299,3/29/20,West,Colorado,Denver,Women's Street Footwear,55,400,220000,77000,In-store
West Gear,1128299,3/30/20,West,Colorado,Denver,Women's Athletic Footwear,51,90,4590,1973.7,Online
West Gear,1128299,3/30/20,West,Colorado,Denver,Women's Athletic Footwear,55,300,165000,49500,In-store
West Gear,1128299,3/31/20,West,Colorado,Denver,Men's Apparel,56,39,2184,1310.4,Online
West Gear,1128299,3/31/20,West,Colorado,Denver,Men's Apparel,60,150,90000,45000,In-store
Foot Locker,1185732,3/31/20,Northeast,New York,New York,Women's Athletic Footwear,40,324,12960,5184,Outlet
Foot Locker,1185732,3/31/20,Northeast,New York,New York,Women's Athletic Footwear,47,241,11327,5323.69,Online
Foot Locker,1185732,3/31/20,Northeast,New York,New York,Women's Athletic Footwear,50,925,462500,161875,Outlet
West Gear,1128299,4/1/20,West,Colorado,Denver,Women's Apparel,52,95,4940,1432.6,Online
West Gear,1128299,4/1/20,West,Colorado,Denver,Women's Apparel,55,350,192500,28875,In-store
West Gear,1128299,4/2/20,West,Colorado,Denver,Men's Street Footwear,55,131,7205,3386.35,Online
West Gear,1128299,4/2/20,West,Colorado,Denver,Men's Street Footwear,60,525,315000,110250,In-store
West Gear,1128299,4/3/20,West,Colorado,Denver,Men's Athletic Footwear,65,325,211250,42250,In-store
West Gear,1128299,4/3/20,West,Colorado,Denver,Men's Athletic Footwear,59,94,5546,1941.1,Online
West Gear,1128299,4/4/20,West,Colorado,Denver,Women's Street Footwear,61,113,6893,3446.5,Online
West Gear,1128299,4/4/20,West,Colorado,Denver,Women's Street Footwear,65,375,243750,85312.5,In-store
West Gear,1128299,4/5/20,West,Colorado,Denver,Women's Athletic Footwear,56,74,4144,1781.92,Online
West Gear,1128299,4/5/20,West,Colorado,Denver,Women's Athletic Footwear,60,275,165000,49500,In-store
West Gear,1128299,4/6/20,West,Colorado,Denver,Men's Apparel,65,175,113750,56875,In-store
West Gear,1128299,4/6/20,West,Colorado,Denver,Men's Apparel,62,44,2728,1664.08,Online
West Gear,1128299,4/7/20,West,Colorado,Denver,Women's Apparel,80,325,260000,39000,In-store
West Gear,1128299,4/7/20,West,Colorado,Denver,Women's Apparel,72,98,7056,1764,Online
West Gear,1128299,4/8/20,West,Colorado,Denver,Men's Street Footwear,55,131,7205,4395.05,Online
West Gear,1128299,4/8/20,West,Colorado,Denver,Men's Street Footwear,60,525,315000,157500,In-store
West Gear,1128299,4/9/20,West,Colorado,Denver,Men's Athletic Footwear,60,105,6300,2898,Online
West Gear,1128299,4/9/20,West,Colorado,Denver,Men's Athletic Footwear,65,375,243750,85312.5,In-store
West Gear,1128299,4/10/20,West,Colorado,Denver,Women's Street Footwear,65,375,243750,121875,In-store
West Gear,1128299,4/10/20,West,Colorado,Denver,Women's Street Footwear,59,98,5782,3469.2,Online
West Gear,1128299,4/11/20,West,Colorado,Denver,Women's Athletic Footwear,60,275,165000,74250,In-store
West Gear,1128299,4/11/20,West,Colorado,Denver,Women's Athletic Footwear,58,69,4002,2361.18,Online
West Gear,1128299,4/12/20,West,Colorado,Denver,Men's Apparel,63,44,2772,2106.72,Online
West Gear,1128299,4/12/20,West,Colorado,Denver,Men's Apparel,65,175,113750,73937.5,In-store
West Gear,1128299,4/13/20,West,Colorado,Denver,Women's Apparel,80,475,380000,114000,In-store
West Gear,1128299,4/13/20,West,Colorado,Denver,Women's Apparel,74,133,9842,4232.06,Online
West Gear,1128299,4/14/20,West,Colorado,Denver,Men's Street Footwear,54,189,10206,6531.84,Online
West Gear,1128299,4/14/20,West,Colorado,Denver,Men's Street Footwear,60,725,435000,217500,In-store
West Gear,1128299,4/15/20,West,Colorado,Denver,Men's Athletic Footwear,65,575,373750,130812.5,In-store
West Gear,1128299,4/15/20,West,Colorado,Denver,Men's Athletic Footwear,59,144,8496,4248,Online
West Gear,1128299,4/16/20,West,Colorado,Denver,Women's Street Footwear,65,575,373750,186875,In-store
West Gear,1128299,4/16/20,West,Colorado,Denver,Women's Street Footwear,64,150,9600,6144,Online
West Gear,1128299,4/17/20,West,Colorado,Denver,Women's Athletic Footwear,65,450,292500,131625,In-store
Walmart,1185732,4/17/20,Northeast,New York,New York,Men's Apparel,54,270,14580,6561,Online
Walmart,1185732,4/17/20,Northeast,New York,New York,Men's Apparel,60,900,540000,162000,Outlet
Walmart,1185732,4/17/20,Northeast,New York,New York,Men's Apparel,43,279,11997,3959.01,Outlet
West Gear,1128299,4/17/20,West,Colorado,Denver,Women's Athletic Footwear,62,135,8370,5022,Online
West Gear,1128299,4/18/20,West,Colorado,Denver,Men's Apparel,66,91,6006,4624.62,Online
Walmart,1185732,4/18/20,Northeast,New York,New York,Women's Apparel,48,355,17040,5112,Outlet
Walmart,1185732,4/18/20,Northeast,New York,New York,Women's Apparel,62,290,17980,6652.6,Online
Walmart,1185732,4/18/20,Northeast,New York,New York,Women's Apparel,65,1075,698750,174687.5,Outlet
West Gear,1128299,4/18/20,West,Colorado,Denver,Men's Apparel,70,325,227500,147875,In-store
Walmart,1185732,4/19/20,Northeast,New York,New York,Men's Street Footwear,56,360,20160,12499.2,Online
West Gear,1128299,4/19/20,West,Colorado,Denver,Women's Apparel,83,181,15023,6459.89,Online
West Gear,1128299,4/19/20,West,Colorado,Denver,Women's Apparel,85,625,531250,159375,In-store
Walmart,1185732,4/19/20,Northeast,New York,New York,Men's Street Footwear,60,1200,720000,360000,Outlet
Walmart,1185732,4/19/20,Northeast,New York,New York,Men's Street Footwear,39,408,15912,8751.6,Outlet
Walmart,1185732,4/20/20,Northeast,New York,New York,Men's Athletic Footwear,43,350,15050,4966.5,Outlet
Walmart,1185732,4/20/20,Northeast,New York,New York,Men's Athletic Footwear,50,270,13500,5940,Online
Walmart,1185732,4/20/20,Northeast,New York,New York,Men's Athletic Footwear,55,1000,550000,165000,Outlet
West Gear,1128299,4/20/20,West,Colorado,Denver,Men's Street Footwear,64,202,12928,7756.8,Online
West Gear,1128299,4/20/20,West,Colorado,Denver,Men's Street Footwear,65,775,503750,226687.5,In-store
Walmart,1185732,4/21/20,Northeast,New York,New York,Women's Street Footwear,36,315,11340,4422.6,Outlet
West Gear,1128299,4/21/20,West,Colorado,Denver,Men's Athletic Footwear,70,625,437500,131250,In-store
Walmart,1185732,4/21/20,Northeast,New York,New York,Women's Street Footwear,47,268,12596,5920.12,Online
Walmart,1185732,4/21/20,Northeast,New York,New York,Women's Street Footwear,50,925,462500,161875,Outlet
West Gear,1128299,4/21/20,West,Colorado,Denver,Men's Athletic Footwear,67,188,12596,5038.4,Online
West Gear,1128299,4/22/20,West,Colorado,Denver,Women's Street Footwear,70,575,402500,181125,In-store
West Gear,1128299,4/22/20,West,Colorado,Denver,Women's Street Footwear,67,161,10787,5932.85,Online
Walmart,1185732,4/22/20,Northeast,New York,New York,Women's Athletic Footwear,47,252,11844,5448.24,Online
Walmart,1185732,4/22/20,Northeast,New York,New York,Women's Athletic Footwear,34,306,10404,4057.56,Outlet
Walmart,1185732,4/22/20,Northeast,New York,New York,Women's Athletic Footwear,50,900,450000,157500,Outlet
West Gear,1128299,4/23/20,West,Colorado,Denver,Women's Athletic Footwear,65,475,308750,123500,In-store
Walmart,1185732,4/23/20,Northeast,New York,New York,Men's Apparel,60,900,540000,162000,Outlet
Walmart,1185732,4/23/20,Northeast,New York,New York,Men's Apparel,58,252,14616,5846.4,Online
Walmart,1185732,4/23/20,Northeast,New York,New York,Men's Apparel,44,315,13860,5128.2,Outlet
West Gear,1128299,4/23/20,West,Colorado,Denver,Women's Athletic Footwear,61,143,8723,4535.96,Online
Foot Locker,1185732,4/24/20,Southeast,Florida,Miami,Men's Athletic Footwear,41,210,8610,4305,Online
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Men's Apparel,55,675,371250,129937.5,In-store
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Women's Athletic Footwear,40,650,260000,78000,In-store
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Women's Street Footwear,35,725,253750,63437.5,In-store
Foot Locker,1185732,4/24/20,Southeast,Florida,Miami,Men's Athletic Footwear,45,725,326250,114187.5,In-store
Walmart,1185732,4/24/20,Northeast,New York,New York,Women's Apparel,65,1000,650000,162500,Outlet
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Men's Athletic Footwear,54,194,10476,5238,Online
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Women's Athletic Footwear,49,175,8575,3687.25,Online
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Women's Apparel,45,800,360000,180000,In-store
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Men's Apparel,58,196,11368,5342.96,Online
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Women's Apparel,64,248,15872,10158.08,Online
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Men's Street Footwear,55,290,15950,9410.5,Online
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Men's Athletic Footwear,54,206,11124,5450.76,Online
Foot Locker,1185732,4/24/20,Southeast,Florida,Miami,Men's Street Footwear,45,1025,461250,207562.5,In-store
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Women's Street Footwear,47,188,8836,3269.32,Online
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Men's Street Footwear,55,1070,588500,264825,In-store
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Women's Street Footwear,50,750,375000,93750,In-store
Foot Locker,1185732,4/24/20,Southeast,Florida,Miami,Men's Street Footwear,42,256,10752,6236.16,Online
West Gear,1128299,4/24/20,West,Colorado,Denver,Men's Apparel,70,525,367500,220500,In-store
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Women's Street Footwear,32,203,6496,2598.4,Online
West Gear,1128299,4/24/20,West,Colorado,Denver,Men's Apparel,67,131,8777,6143.9,Online
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Women's Athletic Footwear,38,189,7182,3231.9,Online
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Men's Apparel,52,196,10192,4586.4,Online
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Men's Athletic Footwear,55,775,426250,149187.5,In-store
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Men's Street Footwear,52,300,15600,8736,Online
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Men's Athletic Footwear,55,825,453750,158812.5,In-store
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Men's Street Footwear,60,1075,645000,290250,In-store
Walmart,1185732,4/24/20,Northeast,New York,New York,Women's Apparel,59,280,16520,6608,Online
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Women's Apparel,65,825,536250,268125,In-store
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Men's Apparel,60,725,435000,152250,In-store
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Women's Athletic Footwear,50,700,350000,105000,In-store
Walmart,1185732,4/24/20,Northeast,New York,New York,Women's Apparel,45,350,15750,4725,Outlet
West Gear,1185732,4/24/20,Southeast,Florida,Miami,Women's Apparel,44,208,9152,5491.2,Online
West Gear,1128299,4/25/20,West,Colorado,Denver,Women's Apparel,78,137,10686,4274.4,Online
Walmart,1185732,4/25/20,Northeast,New York,New York,Men's Apparel,64,236,15104,6343.68,Online
West Gear,1128299,4/25/20,West,Colorado,Denver,Women's Apparel,85,525,446250,111562.5,In-store
Walmart,1185732,4/25/20,Northeast,New York,New York,Men's Apparel,51,289,14739,4716.48,Outlet
Walmart,1185732,4/25/20,Northeast,New York,New York,Men's Apparel,65,875,568750,170625,Outlet
Walmart,1185732,4/26/20,Northeast,New York,New York,Women's Apparel,50,330,16500,4620,Outlet
West Gear,1128299,4/26/20,West,Colorado,Denver,Men's Street Footwear,63,196,12348,7285.32,Online
Walmart,1185732,4/26/20,Northeast,New York,New York,Women's Apparel,68,290,19720,7493.6,Online
West Gear,1128299,4/26/20,West,Colorado,Denver,Men's Street Footwear,70,725,507500,228375,In-store
Walmart,1185732,4/26/20,Northeast,New York,New York,Women's Apparel,70,1000,700000,175000,Outlet
Walmart,1185732,4/27/20,Northeast,New York,New York,Men's Street Footwear,65,1150,747500,373750,Outlet
Walmart,1185732,4/27/20,Northeast,New York,New York,Men's Street Footwear,60,299,17940,10764,Online
West Gear,1128299,4/27/20,West,Colorado,Denver,Men's Athletic Footwear,73,189,13797,5794.74,Online
West Gear,1128299,4/27/20,West,Colorado,Denver,Men's Athletic Footwear,75,675,506250,151875,In-store
Walmart,1185732,4/27/20,Northeast,New York,New York,Men's Street Footwear,46,403,18538,10381.28,Outlet
Walmart,1185732,4/28/20,Northeast,New York,New York,Men's Athletic Footwear,40,312,12480,4492.8,Outlet
West Gear,1128299,4/28/20,West,Colorado,Denver,Women's Street Footwear,67,143,9581,5461.17,Online
West Gear,1128299,4/28/20,West,Colorado,Denver,Women's Street Footwear,70,550,385000,173250,In-store
Walmart,1185732,4/28/20,Northeast,New York,New York,Men's Athletic Footwear,55,975,536250,160875,Outlet
Walmart,1185732,4/28/20,Northeast,New York,New York,Men's Athletic Footwear,53,273,14469,6221.67,Online
Walmart,1185732,4/29/20,Northeast,New York,New York,Women's Street Footwear,55,920,506000,177100,Outlet
Walmart,1185732,4/29/20,Northeast,New York,New York,Women's Street Footwear,52,258,13416,6439.68,Online
West Gear,1128299,4/29/20,West,Colorado,Denver,Women's Athletic Footwear,63,135,8505,4592.7,Online
West Gear,1128299,4/29/20,West,Colorado,Denver,Women's Athletic Footwear,70,500,350000,140000,In-store
Walmart,1185732,4/29/20,Northeast,New York,New York,Women's Street Footwear,43,294,12642,5309.64,Outlet
West Gear,1128299,4/30/20,West,Colorado,Denver,Men's Apparel,75,500,375000,225000,In-store
