retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
West Gear,1185732,4/9/21,Northeast,New York,Albany,Men's Street Footwear,42,248,10416,5832.96,Online
West Gear,1185732,4/9/21,Northeast,New York,Albany,Men's Athletic Footwear,43,147,6321,2844.45,Online
Sports Direct,1185732,4/9/21,Midwest,North Dakota,Fargo,Women's Apparel,50,225,112500,45000,In-store
Sports Direct,1185732,4/9/21,Midwest,North Dakota,Fargo,Women's Apparel,49,68,3332,1765.96,Online
West Gear,1185732,4/9/21,Northeast,New York,Albany,Women's Apparel,41,156,6396,4157.4,Online
Sports Direct,1185732,4/9/21,Midwest,North Dakota,Fargo,Men's Apparel,58,30,1740,835.2,Online
West Gear,1185732,4/9/21,Northeast,New York,Albany,Men's Apparel,50,124,6200,2914,Online
Sports Direct,1197831,4/9/21,South,Tennessee,Knoxville,Men's Street Footwear,36,217,7812,3984.12,Online
Sports Direct,1185732,4/9/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,24,22,528,227.04,Online
West Gear,1185732,4/9/21,Northeast,New York,Albany,Men's Street Footwear,45,825,371250,167062.5,In-store
Sports Direct,1185732,4/9/21,Midwest,North Dakota,Fargo,Women's Street Footwear,19,41,779,327.18,Online
Sports Direct,1185732,4/9/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,28,44,1232,529.76,Online
Sports Direct,1185732,4/9/21,Midwest,North Dakota,Fargo,Men's Street Footwear,28,113,3164,1550.36,Online
West Gear,1185732,4/9/21,Northeast,New York,Albany,Men's Athletic Footwear,45,525,236250,82687.5,In-store
West Gear,1185732,4/9/21,Northeast,New York,Albany,Women's Street Footwear,35,525,183750,45937.5,In-store
West Gear,1185732,4/9/21,Northeast,New York,Albany,Women's Athletic Footwear,40,450,180000,54000,In-store
West Gear,1185732,4/9/21,Northeast,New York,Albany,Men's Apparel,55,475,261250,91437.5,In-store
Kohl's,1189833,4/9/21,West,California,Los Angeles,Women's Street Footwear,49,175,8575,4716.25,Online
West Gear,1185732,4/9/21,Northeast,New York,Albany,Women's Apparel,45,600,270000,135000,In-store
Sports Direct,1197831,4/10/21,South,Tennessee,Knoxville,Men's Athletic Footwear,45,775,348750,139500,Outlet
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Men's Street Footwear,28,218,6104,3357.2,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Men's Athletic Footwear,28,111,3108,1522.92,Online
West Gear,1185732,4/10/21,Midwest,Indiana,Indianapolis,Men's Street Footwear,25,500,125000,50000,In-store
West Gear,1185732,4/10/21,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,25,200,50000,20000,In-store
West Gear,1185732,4/10/21,Midwest,Indiana,Indianapolis,Women's Street Footwear,15,200,30000,10500,In-store
West Gear,1185732,4/10/21,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,20,125,25000,8750,In-store
West Gear,1185732,4/10/21,Midwest,Indiana,Indianapolis,Men's Apparel,65,150,97500,29250,In-store
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Women's Street Footwear,19,106,2014,1067.42,Online
West Gear,1185732,4/10/21,Midwest,Indiana,Indianapolis,Women's Apparel,50,275,137500,55000,In-store
Foot Locker,1128299,4/10/21,West,Hawaii,Honolulu,Women's Street Footwear,65,350,227500,56875,Outlet
Foot Locker,1128299,4/10/21,West,Hawaii,Honolulu,Women's Athletic Footwear,50,250,125000,31250,Outlet
Foot Locker,1128299,4/10/21,West,Hawaii,Honolulu,Men's Apparel,55,150,82500,12375,Outlet
Foot Locker,1128299,4/10/21,West,Hawaii,Honolulu,Women's Apparel,70,325,227500,91000,Outlet
Foot Locker,1128299,4/10/21,West,Hawaii,Honolulu,Men's Street Footwear,60,500,300000,75000,Outlet
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Women's Apparel,35,525,183750,91875,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,25,350,87500,35000,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Women's Street Footwear,20,425,85000,34000,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Men's Athletic Footwear,30,425,127500,44625,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Men's Street Footwear,30,725,217500,87000,Online
Kohl's,1189833,4/10/21,West,California,Los Angeles,Women's Athletic Footwear,43,152,6536,3202.64,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,102,2448,1224,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Men's Apparel,42,101,4242,1993.74,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Women's Apparel,34,137,4658,3027.7,Online
West Gear,1185732,4/10/21,Midwest,Indiana,Indianapolis,Men's Street Footwear,23,125,2875,1581.25,Online
West Gear,1185732,4/10/21,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23,54,1242,645.84,Online
West Gear,1185732,4/10/21,Midwest,Indiana,Indianapolis,Women's Street Footwear,14,52,728,364,Online
West Gear,1185732,4/10/21,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19,36,684,328.32,Online
West Gear,1185732,4/10/21,Midwest,Indiana,Indianapolis,Men's Apparel,61,45,2745,1207.8,Online
West Gear,1185732,4/10/21,Midwest,Indiana,Indianapolis,Women's Apparel,47,72,3384,1861.2,Online
Amazon,1185732,4/10/21,Midwest,Ohio,Columbus,Men's Apparel,45,375,168750,59062.5,Online
Sports Direct,1197831,4/10/21,South,Tennessee,Knoxville,Men's Athletic Footwear,32,240,7680,3609.6,Outlet
Foot Locker,1128299,4/10/21,West,Hawaii,Honolulu,Men's Athletic Footwear,65,300,195000,39000,Outlet
Foot Locker,1128299,4/10/21,West,Hawaii,Honolulu,Men's Athletic Footwear,61,81,4941,1729.35,Online
Kohl's,1189833,4/10/21,West,California,Los Angeles,Women's Athletic Footwear,31,173,5363,2037.94,Outlet
Foot Locker,1128299,4/10/21,West,Hawaii,Honolulu,Men's Street Footwear,59,130,7670,2761.2,Online
Foot Locker,1128299,4/10/21,West,Hawaii,Honolulu,Women's Street Footwear,60,91,5460,2074.8,Online
Foot Locker,1128299,4/10/21,West,Hawaii,Honolulu,Women's Athletic Footwear,48,73,3504,1226.4,Online
Foot Locker,1128299,4/10/21,West,Hawaii,Honolulu,Men's Apparel,52,42,2184,589.68,Online
Foot Locker,1128299,4/10/21,West,Hawaii,Honolulu,Women's Apparel,66,94,6204,3102,Online
Kohl's,1189833,4/10/21,West,California,Los Angeles,Women's Athletic Footwear,45,525,236250,82687.5,Outlet
Sports Direct,1197831,4/10/21,South,Tennessee,Knoxville,Men's Athletic Footwear,42,202,8484,4326.84,Online
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Women's Apparel,45,300,135000,54000,In-store
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Men's Apparel,35,275,96250,33687.5,In-store
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Women's Athletic Footwear,20,250,50000,20000,In-store
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Women's Street Footwear,15,325,48750,17062.5,In-store
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Men's Athletic Footwear,25,325,81250,28437.5,In-store
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Men's Street Footwear,30,625,187500,75000,In-store
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,40,150,60000,21000,In-store
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Men's Street Footwear,40,800,320000,160000,In-store
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,500,200000,60000,In-store
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Women's Street Footwear,30,500,150000,52500,In-store
Sports Direct,1197831,4/11/21,South,Tennessee,Knoxville,Women's Street Footwear,40,650,260000,104000,Outlet
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Women's Athletic Footwear,18,70,1260,667.8,Online
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,425,148750,52062.5,In-store
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Men's Apparel,50,425,212500,63750,In-store
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Women's Apparel,36,149,5364,1877.4,Online
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Men's Apparel,47,106,4982,2092.44,Online
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Men's Street Footwear,39,208,8112,5029.44,Online
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Women's Street Footwear,28,145,4060,1867.6,Online
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Women's Apparel,36,90,3240,1425.6,Outlet
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Men's Apparel,41,53,2173,912.66,Outlet
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,30,50,1500,600,Outlet
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Women's Street Footwear,25,74,1850,777,Outlet
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,35,68,2380,1118.6,Outlet
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Men's Street Footwear,30,168,5040,2620.8,Outlet
Kohl's,1189833,4/11/21,West,California,Los Angeles,Men's Apparel,50,425,212500,116875,Outlet
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Men's Street Footwear,27,181,4887,2443.5,Online
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Men's Athletic Footwear,25,94,2350,1057.5,Online
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Women's Street Footwear,14,98,1372,631.12,Online
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Men's Street Footwear,45,525,236250,106312.5,In-store
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,45,225,101250,45562.5,In-store
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Women's Street Footwear,35,225,78750,27562.5,In-store
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Men's Apparel,55,150,82500,28875,In-store
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,39,140,5460,2457,Online
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,33,119,3927,1845.69,Online
Kohl's,1189833,4/11/21,West,California,Los Angeles,Men's Apparel,38,149,5662,3453.82,Outlet
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Men's Street Footwear,20,194,3880,1784.8,Outlet
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Men's Apparel,33,74,2442,1123.32,Online
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,44,1584,792,Online
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Men's Athletic Footwear,20,111,2220,821.4,Outlet
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Women's Street Footwear,10,107,1070,438.7,Outlet
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Women's Athletic Footwear,14,75,1050,472.5,Outlet
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Men's Apparel,24,88,2112,823.68,Outlet
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Women's Apparel,20,136,2720,1414.4,Outlet
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Women's Street Footwear,32,65,2080,1040,Online
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Men's Athletic Footwear,43,56,2408,1396.64,Online
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Men's Street Footwear,41,137,5617,3145.52,Online
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Women's Apparel,25,400,100000,50000,In-store
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Women's Apparel,44,90,3960,2019.6,Online
Amazon,1185732,4/11/21,Northeast,Vermont,Burlington,Men's Apparel,51,38,1938,891.48,Online
Kohl's,1189833,4/11/21,West,California,Los Angeles,Men's Apparel,49,119,5831,3848.46,Online
Sports Direct,1197831,4/11/21,South,Tennessee,Knoxville,Women's Street Footwear,36,169,6084,3102.84,Online
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Women's Apparel,40,550,220000,55000,In-store
Sports Direct,1197831,4/11/21,South,Tennessee,Knoxville,Women's Street Footwear,26,202,5252,2310.88,Outlet
West Gear,1185732,4/11/21,West,Utah,Salt Lake City,Women's Apparel,24,112,2688,1612.8,Online
Foot Locker,1185732,4/12/21,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,75,26250,7875,Online
Kohl's,1189833,4/12/21,West,California,Los Angeles,Women's Apparel,65,600,390000,78000,Outlet
Foot Locker,1185732,4/12/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,30,150,45000,13500,Online
Foot Locker,1185732,4/12/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40,150,60000,18000,Online
Foot Locker,1185732,4/12/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,40,450,180000,63000,Online
Sports Direct,1197831,4/12/21,South,Tennessee,Knoxville,Women's Athletic Footwear,29,198,5742,3215.52,Outlet
Foot Locker,1185732,4/12/21,Midwest,South Dakota,Sioux Falls,Men's Apparel,60,100,60000,21000,Online
Foot Locker,1185732,4/12/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,50,225,112500,45000,Online
Foot Locker,1185732,4/12/21,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,38,113,4294,1975.24,Online
Foot Locker,1185732,4/12/21,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39,42,1638,671.58,Online
Foot Locker,1185732,4/12/21,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,29,45,1305,522,Online
Foot Locker,1185732,4/12/21,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,34,20,680,292.4,Online
Foot Locker,1185732,4/12/21,Midwest,South Dakota,Sioux Falls,Men's Apparel,56,29,1624,747.04,Online
Sports Direct,1197831,4/12/21,South,Tennessee,Knoxville,Women's Athletic Footwear,36,174,6264,3821.04,Online
Foot Locker,1185732,4/12/21,Midwest,South Dakota,Sioux Falls,Women's Apparel,48,61,2928,1551.84,Online
Sports Direct,1197831,4/12/21,South,Tennessee,Knoxville,Women's Athletic Footwear,40,600,240000,120000,Outlet
Kohl's,1189833,4/12/21,West,California,Los Angeles,Women's Apparel,49,198,9702,2619.54,Outlet
Kohl's,1189833,4/12/21,West,California,Los Angeles,Women's Apparel,62,174,10788,3560.04,Online
Sports Direct,1197831,4/13/21,South,Tennessee,Knoxville,Men's Apparel,30,150,4500,1755,Outlet
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40,96,3840,1728,Outlet
Sports Direct,1197831,4/13/21,South,Tennessee,Knoxville,Men's Apparel,43,145,6235,2992.8,Online
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55,325,178750,71500,Online
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Men's Apparel,38,56,2128,893.76,Outlet
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Women's Street Footwear,36,113,4068,1505.16,Outlet
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40,111,4440,1864.8,Outlet
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Men's Street Footwear,37,179,6623,2847.89,Outlet
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Women's Apparel,56,112,6272,1756.16,Outlet
Kohl's,1197831,4/13/21,Midwest,Kansas,Wichita,Women's Apparel,29,81,2349,1151.01,Online
Kohl's,1189833,4/13/21,West,California,Los Angeles,Men's Street Footwear,41,208,8528,4434.56,Online
Sports Direct,1197831,4/13/21,South,Tennessee,Knoxville,Men's Apparel,45,500,225000,78750,Outlet
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Women's Street Footwear,55,375,206250,72187.5,Online
Kohl's,1197831,4/13/21,Midwest,Kansas,Wichita,Women's Apparel,30,300,90000,31500,Online
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Women's Apparel,70,350,245000,61250,Online
Kohl's,1197831,4/13/21,Midwest,Kansas,Wichita,Men's Street Footwear,25,500,125000,43750,Online
Kohl's,1197831,4/13/21,Midwest,Kansas,Wichita,Men's Athletic Footwear,25,200,50000,17500,Online
Kohl's,1197831,4/13/21,Midwest,Kansas,Wichita,Women's Street Footwear,15,200,30000,10500,Online
Kohl's,1197831,4/13/21,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,125,25000,8750,Online
Kohl's,1197831,4/13/21,Midwest,Kansas,Wichita,Men's Apparel,40,150,60000,21000,Online
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Men's Apparel,55,175,96250,33687.5,Online
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,275,137500,55000,Online
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Women's Athletic Footwear,48,69,3312,1821.6,Online
Kohl's,1197831,4/13/21,Midwest,Kansas,Wichita,Men's Street Footwear,24,150,3600,1620,Online
Kohl's,1197831,4/13/21,Midwest,Kansas,Wichita,Men's Athletic Footwear,25,58,1450,696,Online
Kohl's,1197831,4/13/21,Midwest,Kansas,Wichita,Women's Street Footwear,14,60,840,420,Online
Kohl's,1197831,4/13/21,Midwest,Kansas,Wichita,Men's Apparel,39,38,1482,726.18,Online
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Women's Street Footwear,50,94,4700,2350,Online
Kohl's,1197831,4/13/21,Midwest,Kansas,Wichita,Women's Athletic Footwear,19,35,665,299.25,Online
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Men's Street Footwear,45,142,6390,3258.9,Online
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Men's Street Footwear,50,525,262500,105000,Online
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Men's Apparel,52,53,2756,1322.88,Online
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Women's Apparel,63,105,6615,2646,Online
Kohl's,1189833,4/13/21,West,California,Los Angeles,Men's Street Footwear,32,240,7680,3609.6,Outlet
Sports Direct,1128299,4/13/21,Southeast,Georgia,Atlanta,Men's Athletic Footwear,51,88,4488,2244,Online
Kohl's,1189833,4/13/21,West,California,Los Angeles,Men's Street Footwear,45,800,360000,144000,Outlet
Sports Direct,1197831,4/14/21,South,Tennessee,Knoxville,Women's Apparel,37,306,11322,6679.98,Outlet
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Women's Apparel,40,275,110000,33000,In-store
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Men's Apparel,50,125,62500,15625,In-store
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35,125,43750,10937.5,In-store
Foot Locker,1185732,4/14/21,Northeast,Delaware,Wilmington,Women's Athletic Footwear,35,150,52500,21000,In-store
Foot Locker,1185732,4/14/21,Northeast,Delaware,Wilmington,Women's Street Footwear,30,225,67500,27000,In-store
Foot Locker,1185732,4/14/21,Northeast,Delaware,Wilmington,Men's Athletic Footwear,40,225,90000,31500,In-store
Foot Locker,1185732,4/14/21,Northeast,Delaware,Wilmington,Men's Street Footwear,40,525,210000,73500,In-store
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Men's Street Footwear,38,117,4446,2000.7,Online
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,40,150,60000,18000,In-store
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Men's Street Footwear,40,450,180000,54000,In-store
Foot Locker,1185732,4/14/21,Northeast,Delaware,Wilmington,Men's Apparel,50,150,75000,22500,In-store
Kohl's,1189833,4/14/21,West,California,Los Angeles,Men's Athletic Footwear,47,169,7943,2780.05,Online
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Women's Street Footwear,30,150,45000,11250,In-store
Foot Locker,1185732,4/14/21,Northeast,Delaware,Wilmington,Women's Apparel,40,300,120000,48000,In-store
Foot Locker,1185732,4/14/21,Northeast,Delaware,Wilmington,Men's Apparel,47,45,2115,951.75,Online
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Women's Street Footwear,29,41,1189,416.15,Online
Foot Locker,1185732,4/14/21,Northeast,Delaware,Wilmington,Women's Apparel,38,78,2964,1600.56,Online
Foot Locker,1185732,4/14/21,Northeast,Delaware,Wilmington,Women's Street Footwear,27,59,1593,876.15,Online
Foot Locker,1185732,4/14/21,Northeast,Delaware,Wilmington,Men's Athletic Footwear,38,61,2318,1089.46,Online
Foot Locker,1185732,4/14/21,Northeast,Delaware,Wilmington,Men's Street Footwear,36,131,4716,2358,Online
Kohl's,1189833,4/14/21,West,California,Los Angeles,Men's Athletic Footwear,34,221,7514,2254.2,Outlet
Kohl's,1189833,4/14/21,West,California,Los Angeles,Men's Athletic Footwear,50,650,325000,81250,Outlet
Sports Direct,1197831,4/14/21,South,Tennessee,Knoxville,Women's Apparel,49,236,11564,7516.6,Online
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37,45,1665,732.6,Online
Foot Locker,1185732,4/14/21,Northeast,Delaware,Wilmington,Women's Athletic Footwear,32,44,1408,718.08,Online
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Women's Apparel,30,94,2820,1015.2,Outlet
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Men's Apparel,33,44,1452,392.04,Outlet
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,23,39,897,251.16,Outlet
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Women's Street Footwear,22,51,1122,347.82,Outlet
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Men's Athletic Footwear,28,51,1428,514.08,Outlet
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Men's Apparel,49,33,1617,614.46,Online
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32,35,1120,436.8,Online
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Men's Street Footwear,28,149,4172,1376.76,Outlet
Sports Direct,1185732,4/14/21,Northeast,Massachusetts,Boston,Women's Apparel,39,83,3237,1424.28,Online
Sports Direct,1197831,4/14/21,South,Tennessee,Knoxville,Women's Apparel,50,875,437500,240625,Outlet
Sports Direct,1197831,4/15/21,South,Tennessee,Knoxville,Men's Street Footwear,36,215,7740,4411.8,Online
Sports Direct,1197831,4/15/21,South,Tennessee,Knoxville,Men's Street Footwear,29,272,7888,3944,Outlet
Kohl's,1189833,4/15/21,West,California,Los Angeles,Women's Street Footwear,36,215,7740,3483,Outlet
Sports Direct,1197831,4/15/21,South,Tennessee,Knoxville,Men's Street Footwear,40,825,330000,148500,Outlet
Kohl's,1189833,4/15/21,West,California,Los Angeles,Women's Street Footwear,50,650,325000,130000,Outlet
Kohl's,1189833,4/15/21,West,California,Los Angeles,Women's Street Footwear,45,163,7335,3814.2,Online
Sports Direct,1185732,4/16/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,35,375,131250,45937.5,In-store
Sports Direct,1185732,4/16/21,Midwest,Michigan,Detroit,Men's Apparel,45,120,5400,2700,Online
Sports Direct,1185732,4/16/21,Midwest,Michigan,Detroit,Women's Apparel,37,152,5624,3880.56,Online
Kohl's,1189833,4/16/21,West,California,Los Angeles,Women's Athletic Footwear,33,193,6369,2420.22,Outlet
Sports Direct,1197831,4/16/21,South,Tennessee,Knoxville,Men's Athletic Footwear,43,206,8858,5137.64,Online
Sports Direct,1185732,4/16/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,38,111,4218,2235.54,Online
Sports Direct,1185732,4/16/21,Midwest,Michigan,Detroit,Men's Street Footwear,32,181,5792,3475.2,Online
Sports Direct,1185732,4/16/21,Midwest,Michigan,Detroit,Women's Apparel,40,525,210000,115500,In-store
Sports Direct,1185732,4/16/21,Midwest,Michigan,Detroit,Men's Apparel,50,400,200000,80000,In-store
Sports Direct,1197831,4/16/21,South,Tennessee,Knoxville,Men's Athletic Footwear,45,825,371250,167062.5,Outlet
Sports Direct,1185732,4/16/21,Midwest,Michigan,Detroit,Women's Street Footwear,30,450,135000,40500,In-store
Sports Direct,1185732,4/16/21,Midwest,Michigan,Detroit,Women's Street Footwear,27,135,3645,1530.9,Online
Kohl's,1189833,4/16/21,West,California,Los Angeles,Women's Athletic Footwear,41,154,6314,3030.72,Online
Sports Direct,1185732,4/16/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,40,425,170000,68000,In-store
Sports Direct,1185732,4/16/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,32,109,3488,1604.48,Online
Kohl's,1189833,4/16/21,West,California,Los Angeles,Women's Athletic Footwear,45,550,247500,86625,Outlet
Sports Direct,1197831,4/16/21,South,Tennessee,Knoxville,Men's Athletic Footwear,30,264,7920,3960,Outlet
Sports Direct,1185732,4/16/21,Midwest,Michigan,Detroit,Men's Street Footwear,35,725,253750,126875,In-store
West Gear,1185732,4/17/21,Northeast,West Virginia,Charleston,Men's Athletic Footwear,28,75,2100,1155,Online
Foot Locker,1185732,4/17/21,South,Mississippi,Jackson,Men's Street Footwear,23,169,3887,2098.98,Online
Foot Locker,1185732,4/17/21,South,Mississippi,Jackson,Men's Athletic Footwear,25,375,93750,32812.5,Online
Foot Locker,1185732,4/17/21,South,Mississippi,Jackson,Men's Athletic Footwear,23,109,2507,1253.5,Online
Foot Locker,1185732,4/17/21,South,Mississippi,Jackson,Women's Street Footwear,15,375,56250,22500,Online
Foot Locker,1185732,4/17/21,South,Mississippi,Jackson,Women's Athletic Footwear,20,300,60000,24000,Online
Foot Locker,1185732,4/17/21,South,Mississippi,Jackson,Men's Apparel,40,325,130000,45500,Online
Foot Locker,1185732,4/17/21,South,Mississippi,Jackson,Women's Apparel,30,475,142500,71250,Online
West Gear,1128299,4/17/21,South,Louisiana,New Orleans,Men's Apparel,34,56,1904,971.04,Outlet
West Gear,1128299,4/17/21,South,Louisiana,New Orleans,Women's Apparel,39,123,4797,1774.89,Outlet
Foot Locker,1185732,4/17/21,South,Mississippi,Jackson,Women's Street Footwear,14,101,1414,777.7,Online
Foot Locker,1185732,4/17/21,South,Mississippi,Jackson,Women's Athletic Footwear,19,75,1425,741,Online
West Gear,1185732,4/17/21,Northeast,West Virginia,Charleston,Men's Street Footwear,27,143,3861,1969.11,Online
Walmart,1128299,4/17/21,Southeast,Florida,Orlando,Men's Street Footwear,47,171,8037,2893.32,Outlet
Walmart,1128299,4/17/21,Southeast,Florida,Orlando,Men's Athletic Footwear,51,105,5355,1445.85,Outlet
Walmart,1128299,4/17/21,Southeast,Florida,Orlando,Women's Street Footwear,49,132,6468,2199.12,Outlet
Walmart,1128299,4/17/21,Southeast,Florida,Orlando,Women's Athletic Footwear,41,90,3690,1291.5,Outlet
Walmart,1128299,4/17/21,Southeast,Florida,Orlando,Men's Apparel,47,60,2820,620.4,Outlet
Walmart,1128299,4/17/21,Southeast,Florida,Orlando,Women's Apparel,57,113,6441,3220.5,Outlet
West Gear,1185732,4/17/21,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,47,1175,611,Online
Sports Direct,1197831,4/17/21,South,Tennessee,Knoxville,Women's Street Footwear,36,263,9468,5680.8,Online
